employee_id,first_name,last_name,department,role_title,level,manager_employee_id,start_date,employment_status,finance_system_role,email
EMP-0392,Freya,Greywick,Customer Success,"Director, Customer Success",Director,EMP-0390,2024-12-06,active,,freya.greywick.emp-0392@co002.example
EMP-0393,Guinevere,Ravenscroft,Customer Success,"Director, Customer Success",Director,EMP-0390,2021-12-12,active,,guinevere.ravenscroft.emp-0393@co002.example
EMP-0394,Marlowe,Vantree,Customer Success,"Director, Customer Success",Director,EMP-0390,2022-03-15,active,,marlowe.vantree.emp-0394@co002.example
EMP-0395,Verity,Greywick,Customer Success,Customer Success Manager,Manager,EMP-0391,2024-12-12,active,,verity.greywick.emp-0395@co002.example
EMP-0396,Tobin,Ingledew,Customer Success,Customer Success Manager,Manager,EMP-0391,2025-03-14,active,,tobin.ingledew.emp-0396@co002.example
EMP-0397,Ondine,Ashby,Customer Success,Customer Success Manager,Manager,EMP-0394,2026-01-22,active,,ondine.ashby.emp-0397@co002.example
EMP-0398,Dashiell,Millgate,Customer Success,Customer Success Manager,Manager,EMP-0393,2021-08-16,active,,dashiell.millgate.emp-0398@co002.example
EMP-0399,Branwen,Norwich,Customer Success,Customer Success Manager,Manager,EMP-0394,2022-12-08,active,,branwen.norwich.emp-0399@co002.example
EMP-0400,Hollis,Everhart,Customer Success,Customer Success Manager,Manager,EMP-0393,2022-11-17,active,,hollis.everhart.emp-0400@co002.example
EMP-0401,Corin,Loxley,Customer Success,Customer Success Manager,Manager,EMP-0394,2024-02-22,active,,corin.loxley.emp-0401@co002.example
EMP-0402,Corin,Millgate,Customer Success,Customer Success Manager,Manager,EMP-0391,2021-05-03,active,,corin.millgate.emp-0402@co002.example
EMP-0403,Delphine,Duskwood,Customer Success,Customer Success Manager,Manager,EMP-0392,2023-08-01,departed,,delphine.duskwood.emp-0403@co002.example
EMP-0404,Faro,Greywick,Customer Success,Customer Success Manager,Manager,EMP-0392,2024-05-22,active,,faro.greywick.emp-0404@co002.example
EMP-0405,Faro,Nightshade,Customer Success,Customer Success Manager,Manager,EMP-0392,2024-05-29,active,,faro.nightshade.emp-0405@co002.example
EMP-0406,Corwin,Elderkin,Customer Success,Onboarding Specialist,IC,EMP-0399,2021-09-12,active,,corwin.elderkin.emp-0406@co002.example
EMP-0407,Rhoswen,Ingledew,Customer Success,Customer Success Manager,IC,EMP-0402,2022-04-16,active,,rhoswen.ingledew.emp-0407@co002.example
EMP-0408,Wystan,Juniper,Customer Success,Customer Success Manager,IC,EMP-0400,2024-11-03,active,,wystan.juniper.emp-0408@co002.example
EMP-0409,Lior,Jarrow,Customer Success,Onboarding Specialist,IC,EMP-0405,2022-12-13,active,,lior.jarrow.emp-0409@co002.example
EMP-0410,Quenby,Loxley,Customer Success,Onboarding Specialist,IC,EMP-0405,2024-01-03,active,,quenby.loxley.emp-0410@co002.example
EMP-0411,Perrin,Underhill,Customer Success,Customer Success Manager,IC,EMP-0397,2024-02-08,active,,perrin.underhill.emp-0411@co002.example
EMP-0412,Yara,Ashgrove,Customer Success,Customer Success Manager,IC,EMP-0400,2026-01-12,active,,yara.ashgrove.emp-0412@co002.example
EMP-0413,Oleander,Thistlewood,Customer Success,Support Engineer,IC,EMP-0395,2024-06-24,active,,oleander.thistlewood.emp-0413@co002.example
EMP-0414,Cassian,Marchbanks,Customer Success,Onboarding Specialist,IC,EMP-0403,2020-10-05,active,,cassian.marchbanks.emp-0414@co002.example
EMP-0415,Freya,Duskwood,Customer Success,Support Engineer,IC,EMP-0403,2021-08-14,active,,freya.duskwood.emp-0415@co002.example
EMP-0416,Branwen,Ivorwood,Customer Success,Support Engineer,IC,EMP-0405,2021-08-11,active,,branwen.ivorwood.emp-0416@co002.example
EMP-0417,Baxter,Millgate,Customer Success,Customer Success Manager,IC,EMP-0399,2024-01-15,active,,baxter.millgate.emp-0417@co002.example
EMP-0418,Kestrel,Kirtland,Customer Success,Support Engineer,IC,EMP-0395,2022-10-17,active,,kestrel.kirtland.emp-0418@co002.example
EMP-0419,Sable,Osgood,Customer Success,Customer Success Manager,IC,EMP-0398,2024-11-14,active,,sable.osgood.emp-0419@co002.example
EMP-0420,Marlowe,Nightshade,Customer Success,Onboarding Specialist,IC,EMP-0401,2025-11-13,active,,marlowe.nightshade.emp-0420@co002.example
EMP-0421,Nessa,Hallowell,Customer Success,Onboarding Specialist,IC,EMP-0398,2023-10-19,active,,nessa.hallowell.emp-0421@co002.example
EMP-0422,Marlowe,Norwich,Customer Success,Support Engineer,IC,EMP-0400,2024-10-03,active,,marlowe.norwich.emp-0422@co002.example
EMP-0423,Nessa,Norwich,Customer Success,Support Engineer,IC,EMP-0399,2021-06-28,active,,nessa.norwich.emp-0423@co002.example
EMP-0424,Aldous,Greywick,Customer Success,Support Engineer,IC,EMP-0400,2022-04-15,active,,aldous.greywick.emp-0424@co002.example
EMP-0425,Quillon,Pemberton,Customer Success,Onboarding Specialist,IC,EMP-0397,2025-04-27,active,,quillon.pemberton.emp-0425@co002.example
EMP-0426,Merritt,Kestenbaum,Customer Success,Customer Success Manager,IC,EMP-0401,2021-01-23,active,,merritt.kestenbaum.emp-0426@co002.example
EMP-0427,Ivo,Fenmore,Customer Success,Onboarding Specialist,IC,EMP-0403,2025-09-21,active,,ivo.fenmore.emp-0427@co002.example
EMP-0428,Faro,Quennell,Customer Success,Customer Success Manager,IC,EMP-0404,2022-04-24,active,,faro.quennell.emp-0428@co002.example
EMP-0429,Halcyon,Millgate,Customer Success,Customer Success Manager,IC,EMP-0403,2021-06-06,active,,halcyon.millgate.emp-0429@co002.example
EMP-0430,Wrenna,Pennington,Customer Success,Support Engineer,IC,EMP-0400,2021-03-08,active,,wrenna.pennington.emp-0430@co002.example
EMP-0431,Baxter,Juniper,Customer Success,Customer Success Manager,IC,EMP-0401,2023-09-03,active,,baxter.juniper.emp-0431@co002.example
EMP-0432,Kestrel,Blackwood,Customer Success,Customer Success Manager,IC,EMP-0398,2020-04-18,active,,kestrel.blackwood.emp-0432@co002.example
EMP-0433,Kestrel,Nightshade,Customer Success,Customer Success Manager,IC,EMP-0404,2025-06-30,active,,kestrel.nightshade.emp-0433@co002.example
EMP-0434,Quillon,Thistlewood,Customer Success,Onboarding Specialist,IC,EMP-0405,2020-06-11,active,,quillon.thistlewood.emp-0434@co002.example
EMP-0435,Lior,Everhart,Customer Success,Support Engineer,IC,EMP-0403,2023-03-14,active,,lior.everhart.emp-0435@co002.example
EMP-0436,Perrin,Kirtland,Customer Success,Customer Success Manager,IC,EMP-0398,2024-11-16,active,,perrin.kirtland.emp-0436@co002.example
EMP-0437,Thessaly,Crestfall,Customer Success,Support Engineer,IC,EMP-0398,2020-11-29,active,,thessaly.crestfall.emp-0437@co002.example
EMP-0438,Wrenna,Juniper,Customer Success,Customer Success Manager,IC,EMP-0403,2023-09-17,active,,wrenna.juniper.emp-0438@co002.example
EMP-0439,Ulric,Norwich,Customer Success,Customer Success Manager,IC,EMP-0400,2023-03-05,active,,ulric.norwich.emp-0439@co002.example
EMP-0440,Ulric,Hallowell,Customer Success,Customer Success Manager,IC,EMP-0403,2022-10-07,active,,ulric.hallowell.emp-0440@co002.example
EMP-0441,Merritt,Ingledew,Customer Success,Onboarding Specialist,IC,EMP-0404,2025-02-11,active,,merritt.ingledew.emp-0441@co002.example
EMP-0442,Baxter,Ashgrove,Customer Success,Support Engineer,IC,EMP-0402,2020-10-03,active,,baxter.ashgrove.emp-0442@co002.example
EMP-0443,Sable,Kirtland,Customer Success,Customer Success Manager,IC,EMP-0404,2021-01-19,active,,sable.kirtland.emp-0443@co002.example
EMP-0444,Isolde,Duskwood,Customer Success,Support Engineer,IC,EMP-0400,2025-03-31,active,,isolde.duskwood.emp-0444@co002.example
EMP-0445,Freya,Loxley,Customer Success,Onboarding Specialist,IC,EMP-0405,2020-10-07,active,,freya.loxley.emp-0445@co002.example
EMP-0446,Hollis,Ashgrove,Customer Success,Onboarding Specialist,IC,EMP-0399,2022-03-05,active,,hollis.ashgrove.emp-0446@co002.example
EMP-0447,Dashiell,Osgood,Customer Success,Support Engineer,IC,EMP-0400,2025-01-28,active,,dashiell.osgood.emp-0447@co002.example
EMP-0448,Junot,Greywick,Customer Success,Onboarding Specialist,IC,EMP-0404,2021-01-17,active,,junot.greywick.emp-0448@co002.example
EMP-0449,Quenby,Kirtland,Customer Success,Support Engineer,IC,EMP-0395,2024-01-11,active,,quenby.kirtland.emp-0449@co002.example
EMP-0450,Corin,Bellcrest,Customer Success,Support Engineer,IC,EMP-0401,2022-10-18,active,,corin.bellcrest.emp-0450@co002.example
EMP-0451,Sable,Greywick,Customer Success,Onboarding Specialist,IC,EMP-0399,2020-12-05,active,,sable.greywick.emp-0451@co002.example
EMP-0452,Aldous,Fenmore,Customer Success,Support Engineer,IC,EMP-0402,2024-05-25,active,,aldous.fenmore.emp-0452@co002.example
EMP-0453,Branwen,Pemberton,Customer Success,Support Engineer,IC,EMP-0400,2026-02-03,active,,branwen.pemberton.emp-0453@co002.example
EMP-0454,Lyric,Moorfield,Customer Success,Support Engineer,IC,EMP-0397,2024-08-01,active,,lyric.moorfield.emp-0454@co002.example
EMP-0455,Delphine,Ashby,Customer Success,Customer Success Manager,IC,EMP-0395,2024-06-14,active,,delphine.ashby.emp-0455@co002.example
EMP-0456,Aldous,Juniper,Customer Success,Onboarding Specialist,IC,EMP-0405,2022-12-24,active,,aldous.juniper.emp-0456@co002.example
EMP-0457,Quenby,Hallowell,Customer Success,Customer Success Manager,IC,EMP-0401,2023-10-05,active,,quenby.hallowell.emp-0457@co002.example
EMP-0458,Isolde,Fenmore,Customer Success,Onboarding Specialist,IC,EMP-0399,2025-10-20,active,,isolde.fenmore.emp-0458@co002.example
EMP-0459,Wystan,Underhill,Customer Success,Onboarding Specialist,IC,EMP-0402,2024-03-31,active,,wystan.underhill.emp-0459@co002.example
EMP-0460,Reyna,Ashgrove,Customer Success,Support Engineer,IC,EMP-0402,2021-11-30,active,,reyna.ashgrove.emp-0460@co002.example
EMP-0461,Lior,Bellcrest,Customer Success,Onboarding Specialist,IC,EMP-0402,2022-01-16,active,,lior.bellcrest.emp-0461@co002.example
EMP-0462,Wrenna,Yarrow,Finance,"VP, Finance",VP,EMP-0001,2019-03-27,active,Read Only,wrenna.yarrow.emp-0462@co002.example
EMP-0463,Aldous,Duskwood,Finance,"Director, Finance",Director,EMP-0462,2024-11-14,active,,aldous.duskwood.emp-0463@co002.example
EMP-0464,Corwin,Greywick,Finance,"Director, Finance",Director,EMP-0462,2022-01-24,active,,corwin.greywick.emp-0464@co002.example
EMP-0465,Thessaly,Ivorwood,Finance,Finance Manager,Manager,EMP-0464,2020-08-18,active,,thessaly.ivorwood.emp-0465@co002.example
EMP-0466,Freya,Larkspur,Finance,Finance Manager,Manager,EMP-0464,2024-09-08,active,,freya.larkspur.emp-0466@co002.example
EMP-0467,Delphine,Grayling,Finance,Finance Manager,Manager,EMP-0464,2023-06-17,active,,delphine.grayling.emp-0467@co002.example
EMP-0468,Tamsin,Norwich,Finance,Finance Manager,Manager,EMP-0463,2024-07-03,active,,tamsin.norwich.emp-0468@co002.example
EMP-0469,Delphine,Fenmore,Finance,Finance Manager,Manager,EMP-0464,2025-08-30,active,,delphine.fenmore.emp-0469@co002.example
EMP-0470,Corwin,Pennington,Finance,Controller,IC,EMP-0466,2022-08-22,active,AP Approver,corwin.pennington.emp-0470@co002.example
EMP-0471,Tamsin,Juniper,Finance,Staff Accountant,IC,EMP-0465,2020-12-22,active,AP Clerk,tamsin.juniper.emp-0471@co002.example
EMP-0472,Briar,Duskwood,Finance,AR Clerk,IC,EMP-0466,2022-02-17,active,AR Clerk,briar.duskwood.emp-0472@co002.example
EMP-0473,Piran,Pemberton,Finance,Controller,IC,EMP-0467,2021-11-07,active,AP Approver,piran.pemberton.emp-0473@co002.example
EMP-0474,Branwen,Pennington,Finance,AR Clerk,IC,EMP-0466,2025-08-25,active,Payment Approver,branwen.pennington.emp-0474@co002.example
EMP-0475,Ondine,Fairweather,Finance,AP Clerk,IC,EMP-0466,2023-06-30,active,AP Approver,ondine.fairweather.emp-0475@co002.example
EMP-0476,Quenby,Corrigan,Finance,Staff Accountant,IC,EMP-0465,2022-01-23,active,AP Approver,quenby.corrigan.emp-0476@co002.example
EMP-0477,Nessa,Thistlewood,Finance,Staff Accountant,IC,EMP-0465,2025-10-02,active,Payment Approver,nessa.thistlewood.emp-0477@co002.example
EMP-0478,Sorrel,Thistlewood,Finance,FP&A Analyst,IC,EMP-0467,2023-12-06,active,AP Approver,sorrel.thistlewood.emp-0478@co002.example
EMP-0479,Rhoswen,Osgood,Finance,AR Clerk,IC,EMP-0467,2024-10-28,active,AR Clerk,rhoswen.osgood.emp-0479@co002.example
EMP-0480,Freya,Norwich,Finance,FP&A Analyst,IC,EMP-0469,2022-02-04,active,"AP Clerk, Payment Approver",freya.norwich.emp-0480@co002.example
EMP-0481,Reyna,Vantree,Finance,Controller,IC,EMP-0465,2020-04-13,active,AP Clerk,reyna.vantree.emp-0481@co002.example
EMP-0482,Ewald,Underhill,Finance,AP Clerk,IC,EMP-0467,2021-09-17,active,GL Admin,ewald.underhill.emp-0482@co002.example
EMP-0483,Lior,Juniper,Finance,FP&A Analyst,IC,EMP-0468,2024-11-13,active,AR Clerk,lior.juniper.emp-0483@co002.example
EMP-0484,Quillon,Blackwood,Finance,AR Clerk,IC,EMP-0467,2023-12-11,active,AP Approver,quillon.blackwood.emp-0484@co002.example
EMP-0485,Cormac,Blackwood,Finance,AP Clerk,IC,EMP-0466,2022-10-21,active,AP Approver,cormac.blackwood.emp-0485@co002.example
EMP-0486,Emlyn,Ravenscroft,Finance,Staff Accountant,IC,EMP-0467,2021-09-22,active,GL Admin,emlyn.ravenscroft.emp-0486@co002.example
EMP-0487,Junot,Kirtland,Finance,AP Clerk,IC,EMP-0469,2025-08-20,active,Read Only,junot.kirtland.emp-0487@co002.example
EMP-0488,Ulric,Larkspur,Finance,FP&A Analyst,IC,EMP-0465,2025-01-28,active,Payment Approver,ulric.larkspur.emp-0488@co002.example
EMP-0489,Faro,Grayling,Finance,FP&A Analyst,IC,EMP-0468,2025-10-12,active,GL Admin,faro.grayling.emp-0489@co002.example
EMP-0490,Tamsin,Jarrow,Finance,AP Clerk,IC,EMP-0469,2022-04-06,active,AR Clerk,tamsin.jarrow.emp-0490@co002.example
EMP-0491,Faro,Pemberton,Finance,AP Clerk,IC,EMP-0467,2025-02-24,active,AP Approver,faro.pemberton.emp-0491@co002.example
EMP-0492,Yara,Everhart,Finance,AP Clerk,IC,EMP-0466,2021-12-01,active,AP Clerk,yara.everhart.emp-0492@co002.example
EMP-0493,Lyric,Oakhurst,Finance,Staff Accountant,IC,EMP-0466,2026-02-08,active,AR Clerk,lyric.oakhurst.emp-0493@co002.example
EMP-0494,Corwin,Underhill,Finance,FP&A Analyst,IC,EMP-0469,2026-02-08,active,AP Clerk,corwin.underhill.emp-0494@co002.example
EMP-0495,Ivo,Ashby,Finance,FP&A Analyst,IC,EMP-0469,2025-07-20,active,GL Admin,ivo.ashby.emp-0495@co002.example
EMP-0496,Quenby,Dunmore,Finance,FP&A Analyst,IC,EMP-0466,2020-06-01,active,AR Clerk,quenby.dunmore.emp-0496@co002.example
EMP-0497,Tobin,Millgate,Finance,AR Clerk,IC,EMP-0467,2023-10-18,active,Payment Approver,tobin.millgate.emp-0497@co002.example
EMP-0498,Baxter,Pennington,People,"VP, People",VP,EMP-0001,2022-06-20,active,,baxter.pennington.emp-0498@co002.example
EMP-0499,Nessa,Duskwood,People,"Director, People",Director,EMP-0498,2023-08-31,active,,nessa.duskwood.emp-0499@co002.example
EMP-0500,Delphine,Ashgrove,People,"Director, People",Director,EMP-0498,2025-02-19,active,,delphine.ashgrove.emp-0500@co002.example
EMP-0501,Cormac,Ashby,People,People Manager,Manager,EMP-0500,2021-05-28,active,,cormac.ashby.emp-0501@co002.example
EMP-0502,Isolde,Elderkin,People,People Manager,Manager,EMP-0499,2020-06-02,active,,isolde.elderkin.emp-0502@co002.example
EMP-0503,Corwin,Quennell,People,People Manager,Manager,EMP-0500,2024-04-01,active,,corwin.quennell.emp-0503@co002.example
EMP-0504,Perrin,Ingledew,People,People Manager,Manager,EMP-0499,2024-08-11,active,,perrin.ingledew.emp-0504@co002.example
EMP-0505,Isolde,Pennington,People,HR Business Partner,IC,EMP-0504,2024-06-20,departed,,isolde.pennington.emp-0505@co002.example
EMP-0506,Lyric,Corrigan,People,People Operations Specialist,IC,EMP-0503,2024-09-01,active,,lyric.corrigan.emp-0506@co002.example
EMP-0507,Dashiell,Ivorwood,People,HR Business Partner,IC,EMP-0501,2020-10-29,active,,dashiell.ivorwood.emp-0507@co002.example
EMP-0508,Wystan,Marchbanks,People,Recruiter,IC,EMP-0503,2025-09-30,active,,wystan.marchbanks.emp-0508@co002.example
EMP-0509,Aldous,Crestfall,People,People Operations Specialist,IC,EMP-0501,2025-09-30,active,,aldous.crestfall.emp-0509@co002.example
EMP-0510,Quillon,Yarrow,People,People Operations Specialist,IC,EMP-0504,2020-04-30,active,,quillon.yarrow.emp-0510@co002.example
EMP-0511,Emlyn,Loxley,People,People Operations Specialist,IC,EMP-0501,2024-11-21,active,,emlyn.loxley.emp-0511@co002.example
EMP-0512,Lior,Fenmore,People,Recruiter,IC,EMP-0504,2021-10-06,active,,lior.fenmore.emp-0512@co002.example
EMP-0513,Saskia,Dunmore,People,People Operations Specialist,IC,EMP-0503,2021-04-06,active,,saskia.dunmore.emp-0513@co002.example
EMP-0514,Sorrel,Duskwood,People,People Operations Specialist,IC,EMP-0504,2022-09-27,active,,sorrel.duskwood.emp-0514@co002.example
EMP-0515,Lior,Pemberton,People,HR Business Partner,IC,EMP-0504,2024-04-14,active,,lior.pemberton.emp-0515@co002.example
EMP-0516,Corin,Kestenbaum,People,People Operations Specialist,IC,EMP-0504,2024-05-11,active,,corin.kestenbaum.emp-0516@co002.example
EMP-0517,Sable,Underhill,People,Recruiter,IC,EMP-0503,2022-10-16,active,,sable.underhill.emp-0517@co002.example
EMP-0518,Briar,Vantree,People,People Operations Specialist,IC,EMP-0501,2020-11-01,active,,briar.vantree.emp-0518@co002.example
EMP-0519,Guinevere,Ashby,People,HR Business Partner,IC,EMP-0503,2025-01-22,active,,guinevere.ashby.emp-0519@co002.example
EMP-0520,Freya,Everhart,People,Recruiter,IC,EMP-0504,2024-08-27,departed,,freya.everhart.emp-0520@co002.example
EMP-0521,Merritt,Underhill,People,People Operations Specialist,IC,EMP-0501,2023-08-24,active,,merritt.underhill.emp-0521@co002.example
EMP-0522,Sorrel,Everhart,People,People Operations Specialist,IC,EMP-0502,2021-12-23,active,,sorrel.everhart.emp-0522@co002.example
EMP-0523,Delphine,Everhart,People,Recruiter,IC,EMP-0501,2024-07-18,active,,delphine.everhart.emp-0523@co002.example
EMP-0524,Marlowe,Duskwood,People,HR Business Partner,IC,EMP-0502,2022-05-13,active,,marlowe.duskwood.emp-0524@co002.example
EMP-0525,Lyric,Pennington,People,HR Business Partner,IC,EMP-0504,2021-10-12,active,,lyric.pennington.emp-0525@co002.example
EMP-0526,Isolde,Hallowell,People,HR Business Partner,IC,EMP-0502,2022-10-27,active,,isolde.hallowell.emp-0526@co002.example
EMP-0527,Quenby,Juniper,People,HR Business Partner,IC,EMP-0503,2024-10-26,active,,quenby.juniper.emp-0527@co002.example
EMP-0528,Lyric,Everhart,Legal,"VP, Legal",VP,EMP-0001,2022-04-06,active,,lyric.everhart.emp-0528@co002.example
EMP-0529,Kestrel,Quennell,Legal,"Director, Legal",Director,EMP-0528,2021-09-24,active,,kestrel.quennell.emp-0529@co002.example
EMP-0530,Rhoswen,Blackwood,Legal,Legal Manager,Manager,EMP-0529,2022-09-22,active,,rhoswen.blackwood.emp-0530@co002.example
EMP-0531,Fenwick,Greywick,Legal,Legal Manager,Manager,EMP-0529,2023-09-18,active,,fenwick.greywick.emp-0531@co002.example
EMP-0532,Aldous,Holloway,Legal,Contracts Manager,IC,EMP-0531,2021-10-23,active,,aldous.holloway.emp-0532@co002.example
EMP-0533,Verity,Juniper,Legal,Corporate Counsel,IC,EMP-0530,2024-12-13,active,,verity.juniper.emp-0533@co002.example
EMP-0534,Wrenna,Greywick,Legal,Corporate Counsel,IC,EMP-0531,2026-01-11,active,,wrenna.greywick.emp-0534@co002.example
EMP-0535,Zephyrine,Hallowell,Legal,Contracts Manager,IC,EMP-0530,2022-08-16,active,,zephyrine.hallowell.emp-0535@co002.example
EMP-0536,Corin,Blackwood,Legal,Corporate Counsel,IC,EMP-0531,2023-11-27,active,,corin.blackwood.emp-0536@co002.example
EMP-0537,Verity,Elderkin,Legal,Corporate Counsel,IC,EMP-0530,2025-10-26,active,,verity.elderkin.emp-0537@co002.example
EMP-0538,Sable,Jarrow,Legal,Corporate Counsel,IC,EMP-0531,2023-05-28,active,,sable.jarrow.emp-0538@co002.example
EMP-0539,Emlyn,Osgood,Legal,Corporate Counsel,IC,EMP-0530,2023-05-05,active,,emlyn.osgood.emp-0539@co002.example
EMP-0540,Reyna,Grayling,Legal,Corporate Counsel,IC,EMP-0531,2020-04-05,active,,reyna.grayling.emp-0540@co002.example
EMP-0541,Ewald,Yarrow,IT & Security,"VP, IT & Security",VP,EMP-0001,2020-01-31,active,,ewald.yarrow.emp-0541@co002.example
EMP-0542,Dashiell,Holloway,IT & Security,"Director, IT & Security",Director,EMP-0541,2020-08-30,active,,dashiell.holloway.emp-0542@co002.example
EMP-0543,Piran,Blackwood,IT & Security,"Director, IT & Security",Director,EMP-0541,2022-12-12,active,,piran.blackwood.emp-0543@co002.example
EMP-0544,Corwin,Fenmore,IT & Security,IT & Security Manager,Manager,EMP-0543,2023-08-18,departed,,corwin.fenmore.emp-0544@co002.example
EMP-0545,Gideon,Dunmore,IT & Security,IT & Security Manager,Manager,EMP-0542,2024-10-12,active,,gideon.dunmore.emp-0545@co002.example
EMP-0546,Briar,Dunmore,IT & Security,IT & Security Manager,Manager,EMP-0542,2024-10-19,active,,briar.dunmore.emp-0546@co002.example
EMP-0547,Tobin,Grayling,IT & Security,IT & Security Manager,Manager,EMP-0543,2025-07-31,active,,tobin.grayling.emp-0547@co002.example
EMP-0548,Guinevere,Blackwood,IT & Security,IT Administrator,IC,EMP-0544,2021-11-27,active,,guinevere.blackwood.emp-0548@co002.example
EMP-0549,Marlowe,Quennell,IT & Security,Security Engineer,IC,EMP-0544,2023-10-14,active,,marlowe.quennell.emp-0549@co002.example
EMP-0550,Quillon,Quennell,IT & Security,Security Engineer,IC,EMP-0547,2025-03-15,active,,quillon.quennell.emp-0550@co002.example
EMP-0551,Freya,Ivorwood,IT & Security,IT Administrator,IC,EMP-0546,2023-03-30,active,,freya.ivorwood.emp-0551@co002.example
EMP-0552,Honora,Norwich,IT & Security,Security Engineer,IC,EMP-0546,2021-04-09,active,,honora.norwich.emp-0552@co002.example
EMP-0553,Ewald,Whitlock,IT & Security,IT Administrator,IC,EMP-0546,2020-04-20,active,,ewald.whitlock.emp-0553@co002.example
EMP-0554,Reyna,Crestfall,IT & Security,IT Administrator,IC,EMP-0544,2023-10-06,active,,reyna.crestfall.emp-0554@co002.example
EMP-0555,Ondine,Ivorwood,IT & Security,Security Engineer,IC,EMP-0544,2021-02-19,active,,ondine.ivorwood.emp-0555@co002.example
EMP-0556,Aldous,Pennington,IT & Security,Security Engineer,IC,EMP-0547,2025-11-11,active,,aldous.pennington.emp-0556@co002.example
EMP-0557,Emlyn,Pemberton,IT & Security,Security Engineer,IC,EMP-0544,2020-12-11,active,,emlyn.pemberton.emp-0557@co002.example
EMP-0558,Corwin,Oakhurst,IT & Security,Security Engineer,IC,EMP-0544,2024-10-26,active,,corwin.oakhurst.emp-0558@co002.example
EMP-0559,Briar,Blackwood,IT & Security,Security Engineer,IC,EMP-0547,2025-10-31,active,,briar.blackwood.emp-0559@co002.example
EMP-0560,Reyna,Osgood,IT & Security,IT Administrator,IC,EMP-0545,2021-07-04,active,,reyna.osgood.emp-0560@co002.example
EMP-0561,Odalys,Everhart,IT & Security,Security Engineer,IC,EMP-0547,2021-04-20,active,,odalys.everhart.emp-0561@co002.example
EMP-0562,Cormac,Loxley,IT & Security,IT Administrator,IC,EMP-0545,2020-04-04,active,,cormac.loxley.emp-0562@co002.example
EMP-0563,Sorrel,Pemberton,IT & Security,IT Administrator,IC,EMP-0545,2025-04-29,active,,sorrel.pemberton.emp-0563@co002.example
EMP-0564,Sable,Blackwood,IT & Security,Security Engineer,IC,EMP-0547,2025-12-09,active,,sable.blackwood.emp-0564@co002.example
EMP-0565,Delphine,Quennell,IT & Security,Security Engineer,IC,EMP-0546,2021-06-22,active,,delphine.quennell.emp-0565@co002.example
EMP-0566,Corin,Marchbanks,IT & Security,IT Administrator,IC,EMP-0547,2021-12-10,active,,corin.marchbanks.emp-0566@co002.example
EMP-0567,Odalys,Vantree,IT & Security,IT Administrator,IC,EMP-0545,2024-09-19,active,,odalys.vantree.emp-0567@co002.example
EMP-0568,Zephyrine,Fenmore,IT & Security,Security Engineer,IC,EMP-0546,2021-04-21,active,,zephyrine.fenmore.emp-0568@co002.example
EMP-0569,Merritt,Jarrow,IT & Security,IT Administrator,IC,EMP-0544,2024-05-05,active,,merritt.jarrow.emp-0569@co002.example
EMP-0570,Ewald,Pemberton,IT & Security,Security Engineer,IC,EMP-0547,2021-08-24,active,,ewald.pemberton.emp-0570@co002.example
EMP-0571,Oleander,Underhill,Operations,"VP, Operations",VP,EMP-0001,2022-06-30,active,,oleander.underhill.emp-0571@co002.example
EMP-0572,Merritt,Nightshade,Operations,"Director, Operations",Director,EMP-0571,2021-05-08,active,,merritt.nightshade.emp-0572@co002.example
EMP-0573,Isolde,Greywick,Operations,"Director, Operations",Director,EMP-0571,2021-10-02,active,,isolde.greywick.emp-0573@co002.example
EMP-0574,Faro,Fenmore,Operations,Operations Manager,Manager,EMP-0572,2023-03-03,active,,faro.fenmore.emp-0574@co002.example
EMP-0575,Baxter,Norwich,Operations,Operations Manager,Manager,EMP-0572,2023-12-13,active,,baxter.norwich.emp-0575@co002.example
EMP-0576,Cormac,Marchbanks,Operations,Operations Manager,Manager,EMP-0572,2022-05-21,active,,cormac.marchbanks.emp-0576@co002.example
EMP-0577,Quillon,Loxley,Operations,Operations Manager,Manager,EMP-0573,2021-03-28,active,,quillon.loxley.emp-0577@co002.example
EMP-0578,Lyric,Quennell,Operations,Program Manager,IC,EMP-0576,2021-01-02,active,,lyric.quennell.emp-0578@co002.example
EMP-0579,Wrenna,Norwich,Operations,Program Manager,IC,EMP-0574,2020-03-25,active,,wrenna.norwich.emp-0579@co002.example
EMP-0580,Isolde,Ashgrove,Operations,Operations Analyst,IC,EMP-0575,2024-05-27,active,,isolde.ashgrove.emp-0580@co002.example
EMP-0581,Lyric,Norwich,Operations,Program Manager,IC,EMP-0574,2021-09-08,active,,lyric.norwich.emp-0581@co002.example
EMP-0582,Lior,Ivorwood,Operations,Operations Analyst,IC,EMP-0574,2024-05-25,departed,,lior.ivorwood.emp-0582@co002.example
EMP-0583,Merritt,Quennell,Operations,Program Manager,IC,EMP-0576,2020-03-19,departed,,merritt.quennell.emp-0583@co002.example
EMP-0584,Faro,Whitlock,Operations,Program Manager,IC,EMP-0577,2021-07-09,active,,faro.whitlock.emp-0584@co002.example
EMP-0585,Halcyon,Bellcrest,Operations,Program Manager,IC,EMP-0576,2025-07-25,active,,halcyon.bellcrest.emp-0585@co002.example
EMP-0586,Lior,Ashby,Operations,Program Manager,IC,EMP-0574,2024-10-29,active,,lior.ashby.emp-0586@co002.example
EMP-0587,Cormac,Dunmore,Operations,Operations Analyst,IC,EMP-0576,2025-07-01,active,,cormac.dunmore.emp-0587@co002.example
