hris_person_id,employee_id,full_name,work_email,department,role_title,level,manager_employee_id,hire_date,employment_status,employment_type,fte,record_status,last_updated
PER-100302,EMP-0313,Emlyn Underhill,emlyn.underhill.emp-0313@co002.example,Sales,Sales Engineer,IC,EMP-0250,2022-09-07,active,full_time,1.0,active,2025-11-19
PER-100303,EMP-0314,Rhoswen Ashgrove,rhoswen.ashgrove.emp-0314@co002.example,Sales,Sales Development Rep,IC,EMP-0249,2022-07-30,active,full_time,1.0,active,2026-03-18
PER-100304,EMP-0315,Lyric Fenmore,lyric.fenmore.emp-0315@co002.example,Sales,Account Executive,IC,EMP-0257,2022-02-09,active,full_time,1.0,active,2025-11-04
PER-100305,EMP-0316,Saskia Marchbanks,saskia.marchbanks.emp-0316@co002.example,Sales,Enterprise Account Executive,IC,EMP-0248,2021-03-29,active,full_time,1.0,active,2025-10-03
PER-100306,EMP-0317,Briar Underhill,briar.underhill.emp-0317@co002.example,Sales,Enterprise Account Executive,IC,EMP-0262,2025-06-20,active,full_time,1.0,active,2026-03-31
PER-100307,EMP-0318,Halcyon Marchbanks,halcyon.marchbanks.emp-0318@co002.example,Sales,Sales Development Rep,IC,EMP-0261,2021-01-13,active,full_time,1.0,active,2025-10-01
PER-100308,EMP-0319,Ulric Ivorwood,ulric.ivorwood.emp-0319@co002.example,Sales,Sales Engineer,IC,EMP-0256,2025-03-07,active,full_time,1.0,active,2025-12-10
PER-100309,EMP-0320,Rhoswen Quennell,rhoswen.quennell.emp-0320@co002.example,Sales,Enterprise Account Executive,IC,EMP-0255,2024-01-27,active,full_time,1.0,active,2026-03-21
PER-100310,EMP-0321,Isolde Marchbanks,isolde.marchbanks.emp-0321@co002.example,Sales,Account Executive,IC,EMP-0255,2020-12-07,active,full_time,1.0,active,2025-10-04
PER-100311,EMP-0322,Briar Jarrow,briar.jarrow.emp-0322@co002.example,Sales,Account Executive,IC,EMP-0255,2024-04-04,active,full_time,1.0,active,2026-03-25
PER-100312,EMP-0323,Saskia Nightshade,saskia.nightshade.emp-0323@co002.example,Sales,Account Executive,IC,EMP-0262,2020-06-22,active,full_time,1.0,active,2026-02-20
PER-100313,EMP-0324,Aldous Elderkin,aldous.elderkin.emp-0324@co002.example,Sales,Sales Engineer,IC,EMP-0252,2024-09-16,active,full_time,1.0,active,2026-02-10
PER-100314,EMP-0325,Briar Oakhurst,briar.oakhurst.emp-0325@co002.example,Sales,Enterprise Account Executive,IC,EMP-0253,2023-11-23,active,full_time,1.0,active,2025-11-03
PER-100315,EMP-0326,Zephyrine Ashby,zephyrine.ashby.emp-0326@co002.example,Sales,Sales Engineer,IC,EMP-0257,2025-01-17,active,full_time,1.0,active,2026-02-28
PER-100316,EMP-0327,Saskia Holloway,saskia.holloway.emp-0327@co002.example,Sales,Account Executive,IC,EMP-0260,2022-05-01,active,full_time,1.0,active,2026-02-21
PER-100317,EMP-0328,Honora Duskwood,honora.duskwood.emp-0328@co002.example,Sales,Enterprise Account Executive,IC,EMP-0256,2021-09-30,active,full_time,1.0,active,2025-10-19
PER-100318,EMP-0329,Quillon Osgood,quillon.osgood.emp-0329@co002.example,Sales,Account Executive,IC,EMP-0250,2025-08-02,active,full_time,1.0,active,2026-02-01
PER-100319,EMP-0330,Lyric Kestenbaum,lyric.kestenbaum.emp-0330@co002.example,Sales,Sales Engineer,IC,EMP-0249,2024-08-03,active,full_time,1.0,active,2025-11-21
PER-100320,EMP-0331,Cassian Pemberton,cassian.pemberton.emp-0331@co002.example,Sales,Account Executive,IC,EMP-0260,2024-12-12,active,full_time,1.0,active,2025-11-17
PER-100321,EMP-0332,Oleander Ingledew,oleander.ingledew.emp-0332@co002.example,Sales,Sales Development Rep,IC,EMP-0253,2022-06-19,active,full_time,1.0,active,2026-03-23
PER-100322,EMP-0333,Dashiell Nightshade,dashiell.nightshade.emp-0333@co002.example,Sales,Sales Engineer,IC,EMP-0249,2025-11-05,active,full_time,1.0,active,2026-03-18
PER-100323,EMP-0334,Oleander Duskwood,oleander.duskwood.emp-0334@co002.example,Sales,Sales Development Rep,IC,EMP-0251,2023-03-25,active,full_time,1.0,active,2025-10-15
PER-100324,EMP-0335,Thessaly Greywick,thessaly.greywick.emp-0335@co002.example,Sales,Account Executive,IC,EMP-0250,2023-04-21,active,full_time,1.0,active,2026-01-11
PER-100325,EMP-0336,Rhoswen Juniper,rhoswen.juniper.emp-0336@co002.example,Sales,Enterprise Account Executive,IC,EMP-0250,2023-04-12,active,full_time,1.0,active,2026-01-30
PER-100326,EMP-0337,Emlyn Larkspur,emlyn.larkspur.emp-0337@co002.example,Sales,Sales Development Rep,IC,EMP-0262,2025-06-10,active,full_time,1.0,active,2025-12-13
PER-100327,EMP-0338,Delphine Millgate,delphine.millgate.emp-0338@co002.example,Sales,Enterprise Account Executive,IC,EMP-0251,2020-05-29,active,full_time,1.0,active,2026-01-13
PER-100328,EMP-0339,Ondine Holloway,ondine.holloway.emp-0339@co002.example,Sales,Account Executive,IC,EMP-0257,2020-06-04,active,full_time,1.0,active,2025-11-23
PER-100329,EMP-0340,Perrin Dunmore,perrin.dunmore.emp-0340@co002.example,Sales,Sales Development Rep,IC,EMP-0257,2022-08-07,active,full_time,1.0,active,2026-03-02
PER-100330,EMP-0341,Cassian Duskwood,cassian.duskwood.emp-0341@co002.example,Sales,Sales Engineer,IC,EMP-0256,2023-05-09,active,full_time,1.0,active,2026-02-11
PER-100331,EMP-0342,Merritt Ashgrove,merritt.ashgrove.emp-0342@co002.example,Sales,Sales Development Rep,IC,EMP-0260,2021-09-01,active,full_time,1.0,active,2025-10-24
PER-100332,EMP-0343,Emlyn Fairweather,emlyn.fairweather.emp-0343@co002.example,Sales,Sales Engineer,IC,EMP-0262,2020-05-27,active,full_time,1.0,active,2025-10-30
PER-100333,EMP-0344,Sorrel Greywick,sorrel.greywick.emp-0344@co002.example,Sales,Sales Engineer,IC,EMP-0257,2021-06-25,active,full_time,1.0,active,2026-01-30
PER-100334,EMP-0345,Thessaly Juniper,thessaly.juniper.emp-0345@co002.example,Sales,Enterprise Account Executive,IC,EMP-0262,2024-09-26,active,full_time,1.0,active,2026-02-16
PER-100335,EMP-0346,Halcyon Elderkin,halcyon.elderkin.emp-0346@co002.example,Sales,Enterprise Account Executive,IC,EMP-0262,2020-11-29,active,full_time,1.0,active,2025-10-31
PER-100336,EMP-0347,Tobin Marchbanks,tobin.marchbanks.emp-0347@co002.example,Sales,Sales Engineer,IC,EMP-0259,2022-08-05,active,full_time,1.0,active,2025-10-12
PER-100337,EMP-0348,Gideon Larkspur,gideon.larkspur.emp-0348@co002.example,Marketing,"VP, Marketing",VP,EMP-0001,2019-08-03,active,full_time,1.0,active,2025-12-03
PER-100338,EMP-0349,Isolde Corrigan,isolde.corrigan.emp-0349@co002.example,Marketing,"Director, Marketing",Director,EMP-0348,2024-07-16,active,full_time,1.0,active,2026-01-31
PER-100339,EMP-0350,Tobin Yarrow,tobin.yarrow.emp-0350@co002.example,Marketing,"Director, Marketing",Director,EMP-0348,2020-12-01,active,full_time,1.0,active,2026-02-21
PER-100340,EMP-0351,Merritt Oakhurst,merritt.oakhurst.emp-0351@co002.example,Marketing,Marketing Manager,Manager,EMP-0350,2021-09-07,active,full_time,1.0,active,2025-11-29
PER-100341,EMP-0352,Wystan Fenmore,wystan.fenmore.emp-0352@co002.example,Marketing,Marketing Manager,Manager,EMP-0349,2023-11-01,active,full_time,1.0,active,2026-01-29
PER-100342,EMP-0353,Emlyn Juniper,emlyn.juniper.emp-0353@co002.example,Marketing,Marketing Manager,Manager,EMP-0350,2020-04-12,active,full_time,1.0,active,2025-12-08
PER-100343,EMP-0354,Merritt Pennington,merritt.pennington.emp-0354@co002.example,Marketing,Marketing Manager,Manager,EMP-0349,2022-12-03,active,full_time,1.0,active,2026-01-27
PER-100344,EMP-0355,Freya Ravenscroft,freya.ravenscroft.emp-0355@co002.example,Marketing,Marketing Manager,Manager,EMP-0349,2020-10-15,active,full_time,1.0,active,2026-02-22
PER-100345,EMP-0356,Quillon Kestenbaum,quillon.kestenbaum.emp-0356@co002.example,Marketing,Marketing Manager,Manager,EMP-0349,2025-09-19,active,full_time,1.0,active,2026-02-14
PER-100346,EMP-0357,Ewald Larkspur,ewald.larkspur.emp-0357@co002.example,Marketing,Demand Generation Specialist,IC,EMP-0356,2022-07-11,active,full_time,1.0,active,2025-11-20
PER-100347,EMP-0358,Lior Underhill,lior.underhill.emp-0358@co002.example,Marketing,Content Marketer,IC,EMP-0355,2023-07-13,active,full_time,1.0,active,2026-01-31
PER-100348,EMP-0359,Baxter Nightshade,baxter.nightshade.emp-0359@co002.example,Marketing,Demand Generation Specialist,IC,EMP-0356,2021-06-18,active,full_time,1.0,active,2026-01-15
PER-100349,EMP-0360,Wrenna Underhill,wrenna.underhill.emp-0360@co002.example,Marketing,Content Marketer,IC,EMP-0356,2025-09-28,active,full_time,1.0,active,2026-01-26
PER-100350,EMP-0361,Freya Moorfield,freya.moorfield.emp-0361@co002.example,Marketing,Demand Generation Specialist,IC,EMP-0355,2022-09-26,active,full_time,1.0,active,2025-12-05
PER-100351,EMP-0362,Tobin Bellcrest,tobin.bellcrest.emp-0362@co002.example,Marketing,Marketing Manager,IC,EMP-0355,2021-09-12,active,full_time,1.0,active,2025-10-10
PER-100352,EMP-0363,Ewald Everhart,ewald.everhart.emp-0363@co002.example,Marketing,Demand Generation Specialist,IC,EMP-0351,2021-05-10,active,full_time,1.0,active,2026-03-06
PER-100353,EMP-0364,Yara Norwich,yara.norwich.emp-0364@co002.example,Marketing,Demand Generation Specialist,IC,EMP-0352,2025-01-10,active,full_time,1.0,active,2025-10-06
PER-100354,EMP-0365,Lior Blackwood,lior.blackwood.emp-0365@co002.example,Marketing,Demand Generation Specialist,IC,EMP-0355,2022-11-22,active,full_time,1.0,active,2025-10-23
PER-100355,EMP-0366,Saskia Hallowell,saskia.hallowell.emp-0366@co002.example,Marketing,Marketing Manager,IC,EMP-0351,2022-06-17,active,full_time,1.0,active,2026-01-25
PER-100356,EMP-0367,Emlyn Holloway,emlyn.holloway.emp-0367@co002.example,Marketing,Marketing Manager,IC,EMP-0356,2026-02-09,active,full_time,1.0,active,2026-03-22
PER-100357,EMP-0368,Wystan Elderkin,wystan.elderkin.emp-0368@co002.example,Marketing,Demand Generation Specialist,IC,EMP-0354,2023-12-25,active,full_time,1.0,active,2026-01-27
PER-100358,EMP-0369,Ulric Oakhurst,ulric.oakhurst.emp-0369@co002.example,Marketing,Marketing Manager,IC,EMP-0352,2024-12-25,active,full_time,1.0,active,2025-12-22
PER-100359,EMP-0370,Junot Juniper,junot.juniper.emp-0370@co002.example,Marketing,Content Marketer,IC,EMP-0351,2024-09-04,active,full_time,1.0,active,2026-02-25
PER-100360,EMP-0371,Corwin Pemberton,corwin.pemberton.emp-0371@co002.example,Marketing,Content Marketer,IC,EMP-0356,2024-01-13,active,full_time,1.0,active,2025-12-12
PER-100361,EMP-0372,Ulric Holloway,ulric.holloway.emp-0372@co002.example,Marketing,Marketing Manager,IC,EMP-0352,2025-07-11,active,full_time,1.0,active,2025-11-21
PER-100362,EMP-0373,Honora Osgood,honora.osgood.emp-0373@co002.example,Marketing,Demand Generation Specialist,IC,EMP-0352,2022-12-19,active,full_time,1.0,active,2025-12-31
PER-100363,EMP-0374,Briar Greywick,briar.greywick.emp-0374@co002.example,Marketing,Demand Generation Specialist,IC,EMP-0355,2020-11-25,active,full_time,1.0,active,2025-10-28
PER-100364,EMP-0375,Ivo Quennell,ivo.quennell.emp-0375@co002.example,Marketing,Demand Generation Specialist,IC,EMP-0352,2024-10-13,active,full_time,1.0,active,2026-03-02
PER-100365,EMP-0376,Honora Yarrow,honora.yarrow.emp-0376@co002.example,Marketing,Content Marketer,IC,EMP-0355,2025-10-25,active,full_time,1.0,active,2025-12-15
PER-100366,EMP-0377,Rhoswen Moorfield,rhoswen.moorfield.emp-0377@co002.example,Marketing,Demand Generation Specialist,IC,EMP-0354,2021-12-15,active,full_time,1.0,active,2026-02-24
PER-100367,EMP-0378,Reyna Juniper,reyna.juniper.emp-0378@co002.example,Marketing,Marketing Manager,IC,EMP-0352,2024-07-09,active,full_time,1.0,active,2026-02-14
PER-100368,EMP-0379,Honora Elderkin,honora.elderkin.emp-0379@co002.example,Marketing,Content Marketer,IC,EMP-0356,2022-04-20,active,full_time,1.0,active,2025-10-26
PER-100369,EMP-0380,Gideon Pemberton,gideon.pemberton.emp-0380@co002.example,Marketing,Marketing Manager,IC,EMP-0356,2024-07-15,active,full_time,1.0,active,2025-11-13
PER-100370,EMP-0381,Delphine Kirtland,delphine.kirtland.emp-0381@co002.example,Marketing,Content Marketer,IC,EMP-0351,2022-09-17,active,full_time,1.0,active,2025-12-05
PER-100371,EMP-0382,Saskia Blackwood,saskia.blackwood.emp-0382@co002.example,Marketing,Marketing Manager,IC,EMP-0353,2023-08-26,active,full_time,1.0,active,2025-11-09
PER-100372,EMP-0383,Ondine Oakhurst,ondine.oakhurst.emp-0383@co002.example,Marketing,Marketing Manager,IC,EMP-0353,2023-02-05,active,full_time,1.0,active,2026-01-13
PER-100373,EMP-0384,Ivo Blackwood,ivo.blackwood.emp-0384@co002.example,Marketing,Content Marketer,IC,EMP-0353,2024-06-04,active,full_time,1.0,active,2025-12-08
PER-100374,EMP-0385,Reyna Blackwood,reyna.blackwood.emp-0385@co002.example,Marketing,Marketing Manager,IC,EMP-0356,2026-01-28,active,full_time,1.0,active,2026-02-04
PER-100375,EMP-0386,Fenwick Fenmore,fenwick.fenmore.emp-0386@co002.example,Marketing,Demand Generation Specialist,IC,EMP-0354,2022-02-12,active,full_time,1.0,active,2026-01-09
PER-100376,EMP-0387,Merritt Dunmore,merritt.dunmore.emp-0387@co002.example,Marketing,Marketing Manager,IC,EMP-0352,2021-06-30,active,full_time,1.0,active,2026-03-18
PER-100377,EMP-0388,Corwin Whitlock,corwin.whitlock.emp-0388@co002.example,Marketing,Marketing Manager,IC,EMP-0352,2025-03-16,active,full_time,1.0,active,2025-10-31
PER-100378,EMP-0389,Hollis Ravenscroft,hollis.ravenscroft.emp-0389@co002.example,Marketing,Content Marketer,IC,EMP-0351,2022-10-30,active,full_time,1.0,active,2025-10-16
PER-100379,EMP-0390,Rhoswen Thistlewood,rhoswen.thistlewood.emp-0390@co002.example,Customer Success,"VP, Customer Success",VP,EMP-0001,2021-01-10,active,full_time,1.0,active,2026-02-03
PER-100380,EMP-0391,Honora Ingledew,honora.ingledew.emp-0391@co002.example,Customer Success,"Director, Customer Success",Director,EMP-0390,2021-02-25,active,full_time,1.0,active,2026-01-27
PER-100381,EMP-0392,Freya Greywick,freya.greywick.emp-0392@co002.example,Customer Success,"Director, Customer Success",Director,EMP-0390,2024-12-06,active,full_time,1.0,active,2025-11-27
PER-100382,EMP-0393,Guinevere Ravenscroft,guinevere.ravenscroft.emp-0393@co002.example,Customer Success,"Director, Customer Success",Director,EMP-0390,2021-12-12,active,part_time,0.6,active,2025-12-19
PER-100383,EMP-0394,Marlowe Vantree,marlowe.vantree.emp-0394@co002.example,Customer Success,"Director, Customer Success",Director,EMP-0390,2022-03-15,active,full_time,1.0,active,2025-12-17
PER-100384,EMP-0395,Verity Greywick,verity.greywick.emp-0395@co002.example,Customer Success,Customer Success Manager,Manager,EMP-0391,2024-12-12,active,full_time,1.0,active,2026-03-17
PER-100385,EMP-0396,Tobin Ingledew,tobin.ingledew.emp-0396@co002.example,Customer Success,Customer Success Manager,Manager,EMP-0391,2025-03-14,active,full_time,1.0,active,2026-03-24
PER-100386,EMP-0397,Ondine Ashby,ondine.ashby.emp-0397@co002.example,Customer Success,Customer Success Manager,Manager,EMP-0394,2026-01-22,active,full_time,1.0,active,2026-03-18
PER-100387,EMP-0398,Dashiell Millgate,dashiell.millgate.emp-0398@co002.example,Customer Success,Customer Success Manager,Manager,EMP-0393,2021-08-16,active,full_time,1.0,active,2026-03-31
PER-100388,EMP-0399,Branwen Norwich,branwen.norwich.emp-0399@co002.example,Customer Success,Customer Success Manager,Manager,EMP-0394,2022-12-08,active,full_time,1.0,active,2026-02-21
PER-100389,EMP-0400,Hollis Everhart,hollis.everhart.emp-0400@co002.example,Customer Success,Customer Success Manager,Manager,EMP-0393,2022-11-17,active,full_time,1.0,active,2025-12-22
PER-100390,EMP-0401,Corin Loxley,corin.loxley.emp-0401@co002.example,Customer Success,Customer Success Manager,Manager,EMP-0394,2024-02-22,active,full_time,1.0,active,2025-10-28
PER-100391,EMP-0402,Corin Millgate,corin.millgate.emp-0402@co002.example,Customer Success,Customer Success Manager,Manager,EMP-0391,2021-05-03,active,full_time,1.0,active,2026-02-01
PER-100392,EMP-0404,Faro Greywick,faro.greywick.emp-0404@co002.example,Customer Success,Customer Success Manager,Manager,EMP-0392,2024-05-22,active,full_time,1.0,active,2025-10-04
PER-100393,EMP-0405,Faro Nightshade,faro.nightshade.emp-0405@co002.example,Customer Success,Customer Success Manager,Manager,EMP-0392,2024-05-29,active,full_time,1.0,active,2026-01-27
PER-100394,EMP-0406,Corwin Elderkin,corwin.elderkin.emp-0406@co002.example,Customer Success,Onboarding Specialist,IC,EMP-0399,2021-09-12,active,full_time,1.0,active,2026-01-29
PER-100395,EMP-0407,Rhoswen Ingledew,rhoswen.ingledew.emp-0407@co002.example,Customer Success,Customer Success Manager,IC,EMP-0402,2022-04-16,active,full_time,1.0,active,2026-03-16
PER-100396,EMP-0408,Wystan Juniper,wystan.juniper.emp-0408@co002.example,Customer Success,Customer Success Manager,IC,EMP-0400,2024-11-03,active,full_time,1.0,active,2025-11-04
PER-100397,EMP-0409,Lior Jarrow,lior.jarrow.emp-0409@co002.example,Customer Success,Onboarding Specialist,IC,EMP-0405,2022-12-13,active,full_time,1.0,active,2025-12-04
PER-100398,EMP-0410,Quenby Loxley,quenby.loxley.emp-0410@co002.example,Customer Success,Onboarding Specialist,IC,EMP-0405,2024-01-03,active,full_time,1.0,active,2026-02-10
PER-100399,EMP-0411,Perrin Underhill,perrin.underhill.emp-0411@co002.example,Customer Success,Customer Success Manager,IC,EMP-0397,2024-02-08,active,full_time,1.0,active,2026-02-20
PER-100400,EMP-0412,Yara Ashgrove,yara.ashgrove.emp-0412@co002.example,Customer Success,Customer Success Manager,IC,EMP-0400,2026-01-12,active,full_time,1.0,active,2026-02-23
PER-100401,EMP-0413,Oleander Thistlewood,oleander.thistlewood.emp-0413@co002.example,Customer Success,Support Engineer,IC,EMP-0395,2024-06-24,active,full_time,1.0,active,2026-01-30
PER-100402,EMP-0414,Cassian Marchbanks,cassian.marchbanks.emp-0414@co002.example,Customer Success,Onboarding Specialist,IC,EMP-0403,2020-10-05,active,full_time,1.0,active,2025-12-15
PER-100403,EMP-0415,Freya Duskwood,freya.duskwood.emp-0415@co002.example,Customer Success,Support Engineer,IC,EMP-0403,2021-08-14,active,full_time,1.0,active,2026-03-22
PER-100404,EMP-0416,Branwen Ivorwood,branwen.ivorwood.emp-0416@co002.example,Customer Success,Support Engineer,IC,EMP-0405,2021-08-11,active,full_time,1.0,active,2026-03-01
PER-100405,EMP-0417,Baxter Millgate,baxter.millgate.emp-0417@co002.example,Customer Success,Customer Success Manager,IC,EMP-0399,2024-01-15,active,full_time,1.0,active,2025-12-12
PER-100406,EMP-0418,Kestrel Kirtland,kestrel.kirtland.emp-0418@co002.example,Customer Success,Support Engineer,IC,EMP-0395,2022-10-17,active,full_time,1.0,active,2026-02-11
PER-100407,EMP-0419,Sable Osgood,sable.osgood.emp-0419@co002.example,Customer Success,Customer Success Manager,IC,EMP-0398,2024-11-14,active,full_time,1.0,active,2026-01-28
PER-100408,EMP-0420,Marlowe Nightshade,marlowe.nightshade.emp-0420@co002.example,Customer Success,Onboarding Specialist,IC,EMP-0401,2025-11-13,active,full_time,1.0,active,2026-03-08
PER-100409,EMP-0421,Nessa Hallowell,nessa.hallowell.emp-0421@co002.example,Customer Success,Onboarding Specialist,IC,EMP-0398,2023-10-19,active,full_time,1.0,active,2025-12-18
PER-100410,EMP-0422,Marlowe Norwich,marlowe.norwich.emp-0422@co002.example,Customer Success,Support Engineer,IC,EMP-0400,2024-10-03,active,full_time,1.0,active,2026-01-30
PER-100411,EMP-0423,Nessa Norwich,nessa.norwich.emp-0423@co002.example,Customer Success,Support Engineer,IC,EMP-0399,2021-06-28,active,full_time,1.0,active,2026-01-19
PER-100412,EMP-0424,Aldous Greywick,aldous.greywick.emp-0424@co002.example,Customer Success,Support Engineer,IC,EMP-0400,2022-04-15,active,full_time,1.0,active,2026-01-30
PER-100413,EMP-0425,Quillon Pemberton,quillon.pemberton.emp-0425@co002.example,Customer Success,Onboarding Specialist,IC,EMP-0397,2025-04-27,active,full_time,1.0,active,2026-02-12
PER-100414,EMP-0426,Merritt Kestenbaum,merritt.kestenbaum.emp-0426@co002.example,Customer Success,Customer Success Manager,IC,EMP-0401,2021-01-23,active,full_time,1.0,active,2026-03-23
PER-100415,EMP-0427,Ivo Fenmore,ivo.fenmore.emp-0427@co002.example,Customer Success,Onboarding Specialist,IC,EMP-0403,2025-09-21,active,full_time,1.0,active,2026-01-28
PER-100416,EMP-0428,Faro Quennell,faro.quennell.emp-0428@co002.example,Customer Success,Customer Success Manager,IC,EMP-0404,2022-04-24,active,full_time,1.0,active,2026-01-03
PER-100417,EMP-0429,Halcyon Millgate,halcyon.millgate.emp-0429@co002.example,Customer Success,Customer Success Manager,IC,EMP-0403,2021-06-06,active,full_time,1.0,active,2025-11-17
PER-100418,EMP-0430,Wrenna Pennington,wrenna.pennington.emp-0430@co002.example,Customer Success,Support Engineer,IC,EMP-0400,2021-03-08,active,full_time,1.0,active,2026-02-02
PER-100419,EMP-0431,Baxter Juniper,baxter.juniper.emp-0431@co002.example,Customer Success,Customer Success Manager,IC,EMP-0401,2023-09-03,active,full_time,1.0,active,2026-03-16
PER-100420,EMP-0432,Kestrel Blackwood,kestrel.blackwood.emp-0432@co002.example,Customer Success,Customer Success Manager,IC,EMP-0398,2020-04-18,active,full_time,1.0,active,2026-02-08
PER-100421,EMP-0433,Kestrel Nightshade,kestrel.nightshade.emp-0433@co002.example,Customer Success,Customer Success Manager,IC,EMP-0404,2025-06-30,active,full_time,1.0,active,2026-02-23
PER-100422,EMP-0434,Quillon Thistlewood,quillon.thistlewood.emp-0434@co002.example,Customer Success,Onboarding Specialist,IC,EMP-0405,2020-06-11,active,full_time,1.0,active,2025-11-06
PER-100423,EMP-0435,Lior Everhart,lior.everhart.emp-0435@co002.example,Customer Success,Support Engineer,IC,EMP-0403,2023-03-14,active,full_time,1.0,active,2026-02-16
PER-100424,EMP-0436,Perrin Kirtland,perrin.kirtland.emp-0436@co002.example,Customer Success,Customer Success Manager,IC,EMP-0398,2024-11-16,active,full_time,1.0,active,2026-03-20
PER-100425,EMP-0437,Thessaly Crestfall,thessaly.crestfall.emp-0437@co002.example,Customer Success,Support Engineer,IC,EMP-0398,2020-11-29,active,full_time,1.0,active,2026-02-27
PER-100426,EMP-0438,Wrenna Juniper,wrenna.juniper.emp-0438@co002.example,Customer Success,Customer Success Manager,IC,EMP-0403,2023-09-17,active,full_time,1.0,active,2025-11-26
PER-100427,EMP-0439,Ulric Norwich,ulric.norwich.emp-0439@co002.example,Customer Success,Customer Success Manager,IC,EMP-0400,2023-03-05,active,part_time,0.6,active,2026-02-12
PER-100428,EMP-0440,Ulric Hallowell,ulric.hallowell.emp-0440@co002.example,Customer Success,Customer Success Manager,IC,EMP-0403,2022-10-07,active,full_time,1.0,active,2026-03-29
PER-100429,EMP-0441,Merritt Ingledew,merritt.ingledew.emp-0441@co002.example,Customer Success,Onboarding Specialist,IC,EMP-0404,2025-02-11,active,part_time,0.8,active,2026-01-25
PER-100430,EMP-0442,Baxter Ashgrove,baxter.ashgrove.emp-0442@co002.example,Customer Success,Support Engineer,IC,EMP-0402,2020-10-03,active,full_time,1.0,active,2026-01-08
PER-100431,EMP-0443,Sable Kirtland,sable.kirtland.emp-0443@co002.example,Customer Success,Customer Success Manager,IC,EMP-0404,2021-01-19,active,full_time,1.0,active,2026-04-03
PER-100432,EMP-0444,Isolde Duskwood,isolde.duskwood.emp-0444@co002.example,Customer Success,Support Engineer,IC,EMP-0400,2025-03-31,active,full_time,1.0,active,2025-12-02
PER-100433,EMP-0445,Freya Loxley,freya.loxley.emp-0445@co002.example,Customer Success,Onboarding Specialist,IC,EMP-0405,2020-10-07,active,full_time,1.0,active,2025-10-23
PER-100434,EMP-0446,Hollis Ashgrove,hollis.ashgrove.emp-0446@co002.example,Customer Success,Onboarding Specialist,IC,EMP-0399,2022-03-05,active,full_time,1.0,active,2025-12-10
PER-100435,EMP-0447,Dashiell Osgood,dashiell.osgood.emp-0447@co002.example,Customer Success,Support Engineer,IC,EMP-0400,2025-01-28,active,full_time,1.0,active,2026-03-21
PER-100436,EMP-0448,Junot Greywick,junot.greywick.emp-0448@co002.example,Customer Success,Onboarding Specialist,IC,EMP-0404,2021-01-17,active,full_time,1.0,active,2026-03-31
PER-100437,EMP-0449,Quenby Kirtland,quenby.kirtland.emp-0449@co002.example,Customer Success,Support Engineer,IC,EMP-0395,2024-01-11,active,full_time,1.0,active,2025-10-08
PER-100438,EMP-0450,Corin Bellcrest,corin.bellcrest.emp-0450@co002.example,Customer Success,Support Engineer,IC,EMP-0401,2022-10-18,active,full_time,1.0,active,2026-01-31
PER-100439,EMP-0451,Sable Greywick,sable.greywick.emp-0451@co002.example,Customer Success,Onboarding Specialist,IC,EMP-0399,2020-12-05,active,full_time,1.0,active,2026-02-04
PER-100440,EMP-0452,Aldous Fenmore,aldous.fenmore.emp-0452@co002.example,Customer Success,Support Engineer,IC,EMP-0402,2024-05-25,active,full_time,1.0,active,2026-03-01
PER-100441,EMP-0453,Branwen Pemberton,branwen.pemberton.emp-0453@co002.example,Customer Success,Support Engineer,IC,EMP-0400,2026-02-03,active,full_time,1.0,active,2026-02-28
PER-100442,EMP-0454,Lyric Moorfield,lyric.moorfield.emp-0454@co002.example,Customer Success,Support Engineer,IC,EMP-0397,2024-08-01,active,full_time,1.0,active,2025-10-21
PER-100443,EMP-0455,Delphine Ashby,delphine.ashby.emp-0455@co002.example,Customer Success,Customer Success Manager,IC,EMP-0395,2024-06-14,active,part_time,0.6,active,2025-11-22
PER-100444,EMP-0456,Aldous Juniper,aldous.juniper.emp-0456@co002.example,Customer Success,Onboarding Specialist,IC,EMP-0405,2022-12-24,active,full_time,1.0,active,2026-03-26
PER-100445,EMP-0457,Quenby Hallowell,quenby.hallowell.emp-0457@co002.example,Customer Success,Customer Success Manager,IC,EMP-0401,2023-10-05,active,full_time,1.0,active,2025-11-09
PER-100446,EMP-0458,Isolde Fenmore,isolde.fenmore.emp-0458@co002.example,Customer Success,Onboarding Specialist,IC,EMP-0399,2025-10-20,active,full_time,1.0,active,2025-10-23
PER-100447,EMP-0459,Wystan Underhill,wystan.underhill.emp-0459@co002.example,Customer Success,Onboarding Specialist,IC,EMP-0402,2024-03-31,active,full_time,1.0,active,2026-02-10
PER-100448,EMP-0460,Reyna Ashgrove,reyna.ashgrove.emp-0460@co002.example,Customer Success,Support Engineer,IC,EMP-0402,2021-11-30,active,full_time,1.0,active,2026-03-19
PER-100449,EMP-0461,Lior Bellcrest,lior.bellcrest.emp-0461@co002.example,Customer Success,Onboarding Specialist,IC,EMP-0402,2022-01-16,active,full_time,1.0,active,2026-02-15
PER-100450,EMP-0462,Wrenna Yarrow,wrenna.yarrow.emp-0462@co002.example,Finance,"VP, Finance",VP,EMP-0001,2019-03-27,active,part_time,0.8,active,2025-12-04
PER-100451,EMP-0463,Aldous Duskwood,aldous.duskwood.emp-0463@co002.example,Finance,"Director, Finance",Director,EMP-0462,2024-11-14,active,full_time,1.0,active,2025-10-13
